x,y,z,oncoprotein
58.203745,43.492343,-106.286274,0.710543
58.203745,60.317764,-106.286274,0.913292
58.203745,77.143185,-106.286274,1.059958
72.774987,-65.872895,-106.286274,0.867701
72.774987,-49.047473,-106.286274,0.960878
72.774987,-32.222052,-106.286274,0.950558
72.774987,-15.396631,-106.286274,0.859833
72.774987,1.428790,-106.286274,0.977830
72.774987,18.254211,-106.286274,1.263256
72.774987,35.079632,-106.286274,0.989549
72.774987,51.905053,-106.286274,0.840787
72.774987,68.730474,-106.286274,0.646987
87.346229,-57.460184,-106.286274,0.875323
87.346229,-40.634763,-106.286274,1.057023
87.346229,-23.809342,-106.286274,1.031930
87.346229,-6.983921,-106.286274,0.938631
87.346229,9.841500,-106.286274,0.823268
87.346229,26.666922,-106.286274,1.541214
87.346229,43.492343,-106.286274,0.488902
101.917471,-15.396631,-106.286274,1.076023
101.917471,1.428790,-106.286274,1.405926
101.917471,18.254211,-106.286274,1.048935
-106.286274,-40.634763,-91.715032,1.078357
-106.286274,-23.809342,-91.715032,1.063616
-106.286274,-6.983921,-91.715032,0.470576
-106.286274,9.841500,-91.715032,0.867919
-106.286274,26.666922,-91.715032,1.382273
-106.286274,43.492343,-91.715032,1.044163
-91.715032,-65.872895,-91.715032,0.756982
-91.715032,-49.047473,-91.715032,0.685152
-91.715032,-32.222052,-91.715032,1.015674
-91.715032,-15.396631,-91.715032,0.736404
-91.715032,1.428790,-91.715032,1.028908
-91.715032,18.254211,-91.715032,1.427111
-91.715032,35.079632,-91.715032,1.253752
-91.715032,51.905053,-91.715032,1.080644
-91.715032,68.730474,-91.715032,0.693273
-77.143790,-74.285605,-91.715032,0.918953
-77.143790,-57.460184,-91.715032,1.024887
-77.143790,-40.634763,-91.715032,1.395466
-77.143790,-23.809342,-91.715032,0.636517
-77.143790,-6.983921,-91.715032,1.129321
-77.143790,9.841500,-91.715032,0.721923
-77.143790,26.666922,-91.715032,0.965399
-77.143790,43.492343,-91.715032,0.909020
-77.143790,60.317764,-91.715032,0.864499
-77.143790,77.143185,-91.715032,1.434910
-62.572547,-99.523737,-91.715032,1.060846
-62.572547,-82.698316,-91.715032,1.253234
-62.572547,-65.872895,-91.715032,1.249721
-62.572547,-49.047473,-91.715032,0.861924
-62.572547,-32.222052,-91.715032,1.155930
-62.572547,-15.396631,-91.715032,0.576664
-62.572547,1.428790,-91.715032,0.811639
-62.572547,18.254211,-91.715032,1.816582
-62.572547,35.079632,-91.715032,0.951176
-62.572547,51.905053,-91.715032,1.468487
-62.572547,68.730474,-91.715032,0.802985
-62.572547,85.555895,-91.715032,1.079664
-48.001305,-107.936447,-91.715032,1.353749
-48.001305,-91.111026,-91.715032,1.230587
-48.001305,-74.285605,-91.715032,0.872792
-48.001305,-57.460184,-91.715032,1.448476
-48.001305,-40.634763,-91.715032,0.987863
-48.001305,-23.809342,-91.715032,0.722261
-48.001305,-6.983921,-91.715032,0.825610
-48.001305,9.841500,-91.715032,1.099962
-48.001305,26.666922,-91.715032,0.890797
-48.001305,43.492343,-91.715032,0.906628
-48.001305,60.317764,-91.715032,1.094590
-48.001305,77.143185,-91.715032,0.842061
-48.001305,93.968606,-91.715032,0.535585
-33.430063,-99.523737,-91.715032,0.776129
-33.430063,-82.698316,-91.715032,0.912442
-33.430063,-65.872895,-91.715032,0.991338
-33.430063,-49.047473,-91.715032,0.945898
-33.430063,-32.222052,-91.715032,1.069020
-33.430063,-15.396631,-91.715032,0.987900
-33.430063,1.428790,-91.715032,1.080973
-33.430063,18.254211,-91.715032,0.731221
-33.430063,35.079632,-91.715032,0.935295
-33.430063,51.905053,-91.715032,0.816406
-33.430063,68.730474,-91.715032,1.633437
-33.430063,85.555895,-91.715032,1.102840
-33.430063,102.381316,-91.715032,1.162648
-18.858821,-107.936447,-91.715032,1.155557
-18.858821,-91.111026,-91.715032,1.125956
-18.858821,-74.285605,-91.715032,0.970092
-18.858821,-57.460184,-91.715032,0.606484
-18.858821,-40.634763,-91.715032,0.632756
-18.858821,-23.809342,-91.715032,1.104079
-18.858821,-6.983921,-91.715032,1.125236
-18.858821,9.841500,-91.715032,1.102889
-18.858821,26.666922,-91.715032,0.785920
-18.858821,43.492343,-91.715032,1.033616
-18.858821,60.317764,-91.715032,1.041216
-18.858821,77.143185,-91.715032,0.802282
-18.858821,93.968606,-91.715032,1.060111
-18.858821,110.794027,-91.715032,0.990304
-4.287579,-116.349158,-91.715032,0.739715
-4.287579,-99.523737,-91.715032,0.731622
-4.287579,-82.698316,-91.715032,1.081671
-4.287579,-65.872895,-91.715032,0.778490
-4.287579,-49.047473,-91.715032,0.636991
-4.287579,-32.222052,-91.715032,1.004669
-4.287579,-15.396631,-91.715032,1.360411
-4.287579,1.428790,-91.715032,0.666404
-4.287579,18.254211,-91.715032,1.121792
-4.287579,35.079632,-91.715032,1.106316
-4.287579,51.905053,-91.715032,0.714413
-4.287579,68.730474,-91.715032,0.561742
-4.287579,85.555895,-91.715032,0.957022
-4.287579,102.381316,-91.715032,0.892615
10.283663,-107.936447,-91.715032,0.943860
10.283663,-91.111026,-91.715032,1.207388
10.283663,-74.285605,-91.715032,0.985027
10.283663,-57.460184,-91.715032,1.061477
10.283663,-40.634763,-91.715032,1.485923
10.283663,-23.809342,-91.715032,0.855795
10.283663,-6.983921,-91.715032,1.365492
10.283663,9.841500,-91.715032,1.078131
10.283663,26.666922,-91.715032,1.355707
10.283663,43.492343,-91.715032,0.662545
10.283663,60.317764,-91.715032,1.263042
10.283663,77.143185,-91.715032,0.848261
10.283663,93.968606,-91.715032,1.286718
10.283663,110.794027,-91.715032,0.806259
24.854905,-99.523737,-91.715032,1.271124
24.854905,-82.698316,-91.715032,0.821649
24.854905,-65.872895,-91.715032,1.171367
24.854905,-49.047473,-91.715032,0.646597
24.854905,-32.222052,-91.715032,0.815933
24.854905,-15.396631,-91.715032,0.916888
24.854905,1.428790,-91.715032,1.398210
24.854905,18.254211,-91.715032,1.237755
24.854905,35.079632,-91.715032,1.552026
24.854905,51.905053,-91.715032,0.849086
24.854905,68.730474,-91.715032,1.077567
24.854905,85.555895,-91.715032,1.004628
24.854905,102.381316,-91.715032,1.261985
39.426147,-107.936447,-91.715032,1.024048
39.426147,-91.111026,-91.715032,0.982840
39.426147,-74.285605,-91.715032,0.927716
39.426147,-57.460184,-91.715032,1.200199
39.426147,-40.634763,-91.715032,1.119289
39.426147,-23.809342,-91.715032,1.205289
39.426147,-6.983921,-91.715032,0.991757
39.426147,9.841500,-91.715032,1.424555
39.426147,26.666922,-91.715032,1.115694
39.426147,43.492343,-91.715032,0.977658
39.426147,60.317764,-91.715032,0.981540
39.426147,77.143185,-91.715032,1.343843
39.426147,93.968606,-91.715032,0.750390
39.426147,110.794027,-91.715032,0.939413
53.997389,-99.523737,-91.715032,1.318011
53.997389,-82.698316,-91.715032,0.708389
53.997389,-65.872895,-91.715032,0.817560
53.997389,-49.047473,-91.715032,0.365847
53.997389,-32.222052,-91.715032,1.285370
53.997389,-15.396631,-91.715032,0.871907
53.997389,1.428790,-91.715032,1.066387
53.997389,18.254211,-91.715032,0.719786
53.997389,35.079632,-91.715032,0.894715
53.997389,51.905053,-91.715032,0.858171
53.997389,68.730474,-91.715032,0.947392
53.997389,85.555895,-91.715032,1.217219
53.997389,102.381316,-91.715032,1.116004
68.568631,-91.111026,-91.715032,0.710082
68.568631,-74.285605,-91.715032,1.244414
68.568631,-57.460184,-91.715032,1.158482
68.568631,-40.634763,-91.715032,0.872249
68.568631,-23.809342,-91.715032,0.980945
68.568631,-6.983921,-91.715032,0.706440
68.568631,9.841500,-91.715032,0.504115
68.568631,26.666922,-91.715032,1.268767
68.568631,43.492343,-91.715032,1.118872
68.568631,60.317764,-91.715032,1.148150
68.568631,77.143185,-91.715032,1.106846
68.568631,93.968606,-91.715032,0.963514
83.139874,-82.698316,-91.715032,1.088677
83.139874,-65.872895,-91.715032,1.103503
83.139874,-49.047473,-91.715032,0.880592
83.139874,-32.222052,-91.715032,1.264067
83.139874,-15.396631,-91.715032,1.062359
83.139874,1.428790,-91.715032,1.073219
83.139874,18.254211,-91.715032,1.103209
83.139874,35.079632,-91.715032,0.871195
83.139874,51.905053,-91.715032,0.981561
83.139874,68.730474,-91.715032,0.780569
97.711116,-57.460184,-91.715032,0.398620
97.711116,-40.634763,-91.715032,1.220181
97.711116,-23.809342,-91.715032,1.006353
97.711116,-6.983921,-91.715032,1.072161
97.711116,9.841500,-91.715032,1.045319
97.711116,26.666922,-91.715032,0.983841
97.711116,43.492343,-91.715032,1.170521
97.711116,60.317764,-91.715032,1.127351
112.282358,-32.222052,-91.715032,1.098162
112.282358,-15.396631,-91.715032,1.065977
112.282358,1.428790,-91.715032,0.875864
112.282358,18.254211,-91.715032,1.214900
112.282358,35.079632,-91.715032,1.068752
-116.651161,-40.634763,-77.143790,0.983368
-116.651161,-23.809342,-77.143790,1.283434
-116.651161,-6.983921,-77.143790,1.092925
-116.651161,9.841500,-77.143790,1.027589
-116.651161,26.666922,-77.143790,1.401936
-116.651161,43.492343,-77.143790,0.948808
-102.079918,-65.872895,-77.143790,0.879522
-102.079918,-49.047473,-77.143790,0.860236
-102.079918,-32.222052,-77.143790,1.196047
-102.079918,-15.396631,-77.143790,1.250921
-102.079918,1.428790,-77.143790,0.730348
-102.079918,18.254211,-77.143790,1.254164
-102.079918,35.079632,-77.143790,0.983989
-102.079918,51.905053,-77.143790,0.477892
-102.079918,68.730474,-77.143790,0.920163
-87.508676,-91.111026,-77.143790,1.084802
-87.508676,-74.285605,-77.143790,1.070470
-87.508676,-57.460184,-77.143790,1.233182
-87.508676,-40.634763,-77.143790,0.415056
-87.508676,-23.809342,-77.143790,0.761676
-87.508676,-6.983921,-77.143790,1.085435
-87.508676,9.841500,-77.143790,1.198861
-87.508676,26.666922,-77.143790,0.659979
-87.508676,43.492343,-77.143790,1.205183
-87.508676,60.317764,-77.143790,1.187879
-87.508676,77.143185,-77.143790,1.310941
-87.508676,93.968606,-77.143790,1.103960
-72.937434,-99.523737,-77.143790,0.941273
-72.937434,-82.698316,-77.143790,1.406033
-72.937434,-65.872895,-77.143790,0.719332
-72.937434,-49.047473,-77.143790,1.016618
-72.937434,-32.222052,-77.143790,0.840877
-72.937434,-15.396631,-77.143790,1.059466
-72.937434,1.428790,-77.143790,1.099268
-72.937434,18.254211,-77.143790,1.058006
-72.937434,35.079632,-77.143790,0.436002
-72.937434,51.905053,-77.143790,0.649090
-72.937434,68.730474,-77.143790,0.953538
-72.937434,85.555895,-77.143790,1.206999
-72.937434,102.381316,-77.143790,0.717674
-58.366192,-107.936447,-77.143790,0.851626
-58.366192,-91.111026,-77.143790,0.834694
-58.366192,-74.285605,-77.143790,1.384288
-58.366192,-57.460184,-77.143790,1.350857
-58.366192,-40.634763,-77.143790,1.113663
-58.366192,-23.809342,-77.143790,1.382794
-58.366192,-6.983921,-77.143790,0.774618
-58.366192,9.841500,-77.143790,1.091198
-58.366192,26.666922,-77.143790,1.163948
-58.366192,43.492343,-77.143790,0.922675
-58.366192,60.317764,-77.143790,0.722971
-58.366192,77.143185,-77.143790,1.073703
-58.366192,93.968606,-77.143790,0.845495
-58.366192,110.794027,-77.143790,1.057427
-43.794950,-116.349158,-77.143790,1.041640
-43.794950,-99.523737,-77.143790,1.025030
-43.794950,-82.698316,-77.143790,0.963396
-43.794950,-65.872895,-77.143790,0.872455
-43.794950,-49.047473,-77.143790,0.809307
-43.794950,-32.222052,-77.143790,1.141839
-43.794950,-15.396631,-77.143790,0.979453
-43.794950,1.428790,-77.143790,0.789135
-43.794950,18.254211,-77.143790,1.480309
-43.794950,35.079632,-77.143790,1.089581
-43.794950,51.905053,-77.143790,1.166639
-43.794950,68.730474,-77.143790,0.846756
-43.794950,85.555895,-77.143790,1.202602
-43.794950,102.381316,-77.143790,1.127717
-43.794950,119.206738,-77.143790,0.806313
-29.223708,-124.761868,-77.143790,0.630184
-29.223708,-107.936447,-77.143790,0.815651
-29.223708,-91.111026,-77.143790,0.901471
-29.223708,-74.285605,-77.143790,1.240553
-29.223708,-57.460184,-77.143790,1.066690
-29.223708,-40.634763,-77.143790,1.419595
-29.223708,-23.809342,-77.143790,0.990061
-29.223708,-6.983921,-77.143790,1.189317
-29.223708,9.841500,-77.143790,0.941163
-29.223708,26.666922,-77.143790,1.052701
-29.223708,43.492343,-77.143790,1.030415
-29.223708,60.317764,-77.143790,1.425625
-29.223708,77.143185,-77.143790,1.141620
-29.223708,93.968606,-77.143790,0.848609
-29.223708,110.794027,-77.143790,0.989091
-14.652466,-116.349158,-77.143790,0.566068
-14.652466,-99.523737,-77.143790,1.070282
-14.652466,-82.698316,-77.143790,0.932562
-14.652466,-65.872895,-77.143790,0.884726
-14.652466,-49.047473,-77.143790,1.101141
-14.652466,-32.222052,-77.143790,0.993441
-14.652466,-15.396631,-77.143790,1.225508
-14.652466,1.428790,-77.143790,0.883892
-14.652466,18.254211,-77.143790,0.785993
-14.652466,35.079632,-77.143790,1.029863
-14.652466,51.905053,-77.143790,0.568967
-14.652466,68.730474,-77.143790,0.870398
-14.652466,85.555895,-77.143790,0.906261
-14.652466,102.381316,-77.143790,0.638687
-14.652466,119.206738,-77.143790,0.861448
-0.081224,-124.761868,-77.143790,0.752244
-0.081224,-107.936447,-77.143790,0.964275
-0.081224,-91.111026,-77.143790,0.840652
-0.081224,-74.285605,-77.143790,1.101439
-0.081224,-57.460184,-77.143790,1.321871
-0.081224,-40.634763,-77.143790,1.286920
-0.081224,-23.809342,-77.143790,0.858751
-0.081224,-6.983921,-77.143790,1.184409
-0.081224,9.841500,-77.143790,0.807033
-0.081224,26.666922,-77.143790,0.948077
-0.081224,43.492343,-77.143790,1.249696
-0.081224,60.317764,-77.143790,1.396959
-0.081224,77.143185,-77.143790,1.183195
-0.081224,93.968606,-77.143790,1.154823
-0.081224,110.794027,-77.143790,1.108227
-0.081224,127.619448,-77.143790,0.780333
14.490018,-116.349158,-77.143790,0.633635
14.490018,-99.523737,-77.143790,1.134250
14.490018,-82.698316,-77.143790,0.795272
14.490018,-65.872895,-77.143790,0.669735
14.490018,-49.047473,-77.143790,0.938399
14.490018,-32.222052,-77.143790,0.687328
14.490018,-15.396631,-77.143790,0.895507
14.490018,1.428790,-77.143790,1.016201
14.490018,18.254211,-77.143790,0.802940
14.490018,35.079632,-77.143790,1.276440
14.490018,51.905053,-77.143790,0.684704
14.490018,68.730474,-77.143790,0.524568
14.490018,85.555895,-77.143790,1.832040
14.490018,102.381316,-77.143790,0.987686
14.490018,119.206738,-77.143790,0.683463
29.061260,-124.761868,-77.143790,1.075684
29.061260,-107.936447,-77.143790,0.400840
29.061260,-91.111026,-77.143790,0.751467
29.061260,-74.285605,-77.143790,0.436857
29.061260,-57.460184,-77.143790,1.397907
29.061260,-40.634763,-77.143790,1.123585
29.061260,-23.809342,-77.143790,1.028467
29.061260,-6.983921,-77.143790,0.736976
29.061260,9.841500,-77.143790,1.017584
29.061260,26.666922,-77.143790,1.236437
29.061260,43.492343,-77.143790,1.048537
29.061260,60.317764,-77.143790,1.183506
29.061260,77.143185,-77.143790,0.781532
29.061260,93.968606,-77.143790,1.361927
29.061260,110.794027,-77.143790,1.219639
43.632503,-116.349158,-77.143790,0.796873
43.632503,-99.523737,-77.143790,0.868225
43.632503,-82.698316,-77.143790,1.024411
43.632503,-65.872895,-77.143790,0.934711
43.632503,-49.047473,-77.143790,1.244029
43.632503,-32.222052,-77.143790,0.997119
43.632503,-15.396631,-77.143790,1.315252
43.632503,1.428790,-77.143790,0.994413
43.632503,18.254211,-77.143790,1.392361
43.632503,35.079632,-77.143790,0.849122
43.632503,51.905053,-77.143790,0.623544
