x,y,z,oncoprotein
43.632503,68.730474,-77.143790,0.814443
43.632503,85.555895,-77.143790,1.149843
43.632503,102.381316,-77.143790,1.108577
43.632503,119.206738,-77.143790,0.798500
58.203745,-107.936447,-77.143790,0.754569
58.203745,-91.111026,-77.143790,0.734754
58.203745,-74.285605,-77.143790,1.061327
58.203745,-57.460184,-77.143790,0.632351
58.203745,-40.634763,-77.143790,1.002128
58.203745,-23.809342,-77.143790,0.945584
58.203745,-6.983921,-77.143790,0.992875
58.203745,9.841500,-77.143790,0.797432
58.203745,26.666922,-77.143790,0.804202
58.203745,43.492343,-77.143790,0.971785
58.203745,60.317764,-77.143790,1.078352
58.203745,77.143185,-77.143790,1.229425
58.203745,93.968606,-77.143790,1.055299
58.203745,110.794027,-77.143790,0.856954
72.774987,-99.523737,-77.143790,1.611156
72.774987,-82.698316,-77.143790,0.265943
72.774987,-65.872895,-77.143790,0.997430
72.774987,-49.047473,-77.143790,1.227540
72.774987,-32.222052,-77.143790,1.255935
72.774987,-15.396631,-77.143790,0.721404
72.774987,1.428790,-77.143790,1.260127
72.774987,18.254211,-77.143790,1.415801
72.774987,35.079632,-77.143790,0.839989
72.774987,51.905053,-77.143790,0.754593
72.774987,68.730474,-77.143790,0.805478
72.774987,85.555895,-77.143790,1.059342
72.774987,102.381316,-77.143790,0.631247
87.346229,-91.111026,-77.143790,0.908085
87.346229,-74.285605,-77.143790,1.016159
87.346229,-57.460184,-77.143790,0.842954
87.346229,-40.634763,-77.143790,1.178031
87.346229,-23.809342,-77.143790,0.994820
87.346229,-6.983921,-77.143790,0.772666
87.346229,9.841500,-77.143790,0.954084
87.346229,26.666922,-77.143790,0.920366
87.346229,43.492343,-77.143790,1.126426
87.346229,60.317764,-77.143790,0.674468
87.346229,77.143185,-77.143790,1.021910
87.346229,93.968606,-77.143790,0.750354
101.917471,-65.872895,-77.143790,0.780350
101.917471,-49.047473,-77.143790,0.724819
101.917471,-32.222052,-77.143790,0.824387
101.917471,-15.396631,-77.143790,0.829346
101.917471,1.428790,-77.143790,0.978322
101.917471,18.254211,-77.143790,1.093046
101.917471,35.079632,-77.143790,1.142139
101.917471,51.905053,-77.143790,0.982829
101.917471,68.730474,-77.143790,0.918240
116.488713,-40.634763,-77.143790,1.204896
116.488713,-23.809342,-77.143790,0.830252
116.488713,-6.983921,-77.143790,1.293021
116.488713,9.841500,-77.143790,0.834135
116.488713,26.666922,-77.143790,1.163761
116.488713,43.492343,-77.143790,1.162061
-135.428758,-6.983921,-62.572547,1.363408
-135.428758,9.841500,-62.572547,0.978118
-120.857516,-49.047473,-62.572547,1.146936
-120.857516,-32.222052,-62.572547,1.045419
-120.857516,-15.396631,-62.572547,0.775133
-120.857516,1.428790,-62.572547,0.812351
-120.857516,18.254211,-62.572547,0.758898
-120.857516,35.079632,-62.572547,1.090084
-120.857516,51.905053,-62.572547,0.913956
-106.286274,-74.285605,-62.572547,0.828534
-106.286274,-57.460184,-62.572547,1.109782
-106.286274,-40.634763,-62.572547,0.617185
-106.286274,-23.809342,-62.572547,1.017478
-106.286274,-6.983921,-62.572547,0.884584
-106.286274,9.841500,-62.572547,1.228344
-106.286274,26.666922,-62.572547,0.805111
-106.286274,43.492343,-62.572547,1.359989
-106.286274,60.317764,-62.572547,1.022301
-106.286274,77.143185,-62.572547,1.297240
-91.715032,-99.523737,-62.572547,1.076989
-91.715032,-82.698316,-62.572547,0.714819
-91.715032,-65.872895,-62.572547,1.071304
-91.715032,-49.047473,-62.572547,0.916690
-91.715032,-32.222052,-62.572547,1.338681
-91.715032,-15.396631,-62.572547,1.291532
-91.715032,1.428790,-62.572547,1.370765
-91.715032,18.254211,-62.572547,0.870530
-91.715032,35.079632,-62.572547,0.914503
-91.715032,51.905053,-62.572547,0.898961
-91.715032,68.730474,-62.572547,1.384557
-91.715032,85.555895,-62.572547,1.112502
-77.143790,-107.936447,-62.572547,0.786080
-77.143790,-91.111026,-62.572547,0.660758
-77.143790,-74.285605,-62.572547,1.123922
-77.143790,-57.460184,-62.572547,0.952894
-77.143790,-40.634763,-62.572547,1.335226
-77.143790,-23.809342,-62.572547,0.828204
-77.143790,-6.983921,-62.572547,1.120631
-77.143790,9.841500,-62.572547,0.704879
-77.143790,26.666922,-62.572547,1.864597
-77.143790,43.492343,-62.572547,0.944758
-77.143790,60.317764,-62.572547,1.212216
-77.143790,77.143185,-62.572547,0.990072
-77.143790,93.968606,-62.572547,0.798474
-77.143790,110.794027,-62.572547,1.227053
-62.572547,-116.349158,-62.572547,1.375653
-62.572547,-99.523737,-62.572547,1.017213
-62.572547,-82.698316,-62.572547,0.720720
-62.572547,-65.872895,-62.572547,1.456753
-62.572547,-49.047473,-62.572547,0.958591
-62.572547,-32.222052,-62.572547,1.668289
-62.572547,-15.396631,-62.572547,1.133219
-62.572547,1.428790,-62.572547,1.138774
-62.572547,18.254211,-62.572547,0.986172
-62.572547,35.079632,-62.572547,1.351923
-62.572547,51.905053,-62.572547,1.069833
-62.572547,68.730474,-62.572547,0.941818
-62.572547,85.555895,-62.572547,1.085454
-62.572547,102.381316,-62.572547,0.905651
-62.572547,119.206738,-62.572547,0.921652
-48.001305,-124.761868,-62.572547,0.973173
-48.001305,-107.936447,-62.572547,1.160173
-48.001305,-91.111026,-62.572547,1.154338
-48.001305,-74.285605,-62.572547,1.188865
-48.001305,-57.460184,-62.572547,1.104023
-48.001305,-40.634763,-62.572547,1.204697
-48.001305,-23.809342,-62.572547,1.440914
-48.001305,-6.983921,-62.572547,0.944286
-48.001305,9.841500,-62.572547,0.891074
-48.001305,26.666922,-62.572547,0.877289
-48.001305,43.492343,-62.572547,1.360005
-48.001305,60.317764,-62.572547,1.322090
-48.001305,77.143185,-62.572547,1.142247
-48.001305,93.968606,-62.572547,1.345908
-48.001305,110.794027,-62.572547,1.140290
-33.430063,-116.349158,-62.572547,1.523946
-33.430063,-99.523737,-62.572547,1.035645
-33.430063,-82.698316,-62.572547,0.873645
-33.430063,-65.872895,-62.572547,0.720634
-33.430063,-49.047473,-62.572547,1.082463
-33.430063,-32.222052,-62.572547,1.016328
-33.430063,-15.396631,-62.572547,0.911674
-33.430063,1.428790,-62.572547,1.233388
-33.430063,18.254211,-62.572547,1.330266
-33.430063,35.079632,-62.572547,0.921031
-33.430063,51.905053,-62.572547,0.893437
-33.430063,68.730474,-62.572547,1.085024
-33.430063,85.555895,-62.572547,0.803268
-33.430063,102.381316,-62.572547,0.893845
-33.430063,119.206738,-62.572547,0.998895
-18.858821,-124.761868,-62.572547,0.625168
-18.858821,-107.936447,-62.572547,1.159416
-18.858821,-91.111026,-62.572547,1.149592
-18.858821,-74.285605,-62.572547,1.091041
-18.858821,-57.460184,-62.572547,1.096859
-18.858821,-40.634763,-62.572547,0.952884
-18.858821,-23.809342,-62.572547,0.879455
-18.858821,-6.983921,-62.572547,0.697378
-18.858821,9.841500,-62.572547,0.888037
-18.858821,26.666922,-62.572547,0.472989
-18.858821,43.492343,-62.572547,0.764961
-18.858821,60.317764,-62.572547,0.971493
-18.858821,77.143185,-62.572547,0.551440
-18.858821,93.968606,-62.572547,0.236939
-18.858821,110.794027,-62.572547,1.408303
-18.858821,127.619448,-62.572547,1.191663
-4.287579,-133.174579,-62.572547,0.515755
-4.287579,-116.349158,-62.572547,1.377506
-4.287579,-99.523737,-62.572547,0.813733
-4.287579,-82.698316,-62.572547,0.655705
-4.287579,-65.872895,-62.572547,1.417941
-4.287579,-49.047473,-62.572547,0.692007
-4.287579,-32.222052,-62.572547,0.829557
-4.287579,-15.396631,-62.572547,1.117009
-4.287579,1.428790,-62.572547,0.953722
-4.287579,18.254211,-62.572547,0.682958
-4.287579,35.079632,-62.572547,1.277496
-4.287579,51.905053,-62.572547,0.978685
-4.287579,68.730474,-62.572547,0.697602
-4.287579,85.555895,-62.572547,1.431994
-4.287579,102.381316,-62.572547,1.340587
-4.287579,119.206738,-62.572547,0.876096
-4.287579,136.032159,-62.572547,0.550696
10.283663,-124.761868,-62.572547,0.974482
10.283663,-107.936447,-62.572547,0.983409
10.283663,-91.111026,-62.572547,1.137243
10.283663,-74.285605,-62.572547,1.119787
10.283663,-57.460184,-62.572547,0.424467
10.283663,-40.634763,-62.572547,0.971805
10.283663,-23.809342,-62.572547,0.789270
10.283663,-6.983921,-62.572547,1.123824
10.283663,9.841500,-62.572547,0.909942
10.283663,26.666922,-62.572547,0.794858
10.283663,43.492343,-62.572547,0.970142
10.283663,60.317764,-62.572547,0.904865
10.283663,77.143185,-62.572547,1.134416
10.283663,93.968606,-62.572547,0.790961
10.283663,110.794027,-62.572547,1.023700
10.283663,127.619448,-62.572547,1.520771
24.854905,-133.174579,-62.572547,1.142005
24.854905,-116.349158,-62.572547,0.742404
24.854905,-99.523737,-62.572547,0.897854
24.854905,-82.698316,-62.572547,0.874922
24.854905,-65.872895,-62.572547,0.960542
24.854905,-49.047473,-62.572547,1.198687
24.854905,-32.222052,-62.572547,1.766149
24.854905,-15.396631,-62.572547,1.069134
24.854905,1.428790,-62.572547,0.776370
24.854905,18.254211,-62.572547,0.875276
24.854905,35.079632,-62.572547,0.847343
24.854905,51.905053,-62.572547,1.328761
24.854905,68.730474,-62.572547,0.777175
24.854905,85.555895,-62.572547,1.055103
24.854905,102.381316,-62.572547,1.200548
24.854905,119.206738,-62.572547,0.960743
39.426147,-124.761868,-62.572547,0.772844
39.426147,-107.936447,-62.572547,1.053824
39.426147,-91.111026,-62.572547,1.028629
39.426147,-74.285605,-62.572547,1.089528
39.426147,-57.460184,-62.572547,0.769709
39.426147,-40.634763,-62.572547,1.427606
39.426147,-23.809342,-62.572547,0.929984
39.426147,-6.983921,-62.572547,1.170437
39.426147,9.841500,-62.572547,0.939357
39.426147,26.666922,-62.572547,1.291761
39.426147,43.492343,-62.572547,1.526236
39.426147,60.317764,-62.572547,1.099428
39.426147,77.143185,-62.572547,1.180640
39.426147,93.968606,-62.572547,1.022298
39.426147,110.794027,-62.572547,1.127314
39.426147,127.619448,-62.572547,1.092943
53.997389,-116.349158,-62.572547,1.204219
53.997389,-99.523737,-62.572547,1.117544
53.997389,-82.698316,-62.572547,0.723240
53.997389,-65.872895,-62.572547,1.404556
53.997389,-49.047473,-62.572547,1.187119
53.997389,-32.222052,-62.572547,0.580857
53.997389,-15.396631,-62.572547,0.850335
53.997389,1.428790,-62.572547,1.291599
53.997389,18.254211,-62.572547,1.540594
53.997389,35.079632,-62.572547,0.851745
53.997389,51.905053,-62.572547,1.168780
53.997389,68.730474,-62.572547,1.190876
53.997389,85.555895,-62.572547,0.891990
53.997389,102.381316,-62.572547,0.941238
53.997389,119.206738,-62.572547,1.144934
68.568631,-107.936447,-62.572547,0.843509
68.568631,-91.111026,-62.572547,0.850029
68.568631,-74.285605,-62.572547,1.150663
68.568631,-57.460184,-62.572547,1.285201
68.568631,-40.634763,-62.572547,1.078765
68.568631,-23.809342,-62.572547,0.865740
68.568631,-6.983921,-62.572547,1.082831
68.568631,9.841500,-62.572547,1.057116
68.568631,26.666922,-62.572547,0.872724
68.568631,43.492343,-62.572547,1.175496
68.568631,60.317764,-62.572547,1.555789
68.568631,77.143185,-62.572547,1.057845
68.568631,93.968606,-62.572547,1.307181
68.568631,110.794027,-62.572547,1.003639
83.139874,-99.523737,-62.572547,0.593377
83.139874,-82.698316,-62.572547,1.099872
83.139874,-65.872895,-62.572547,0.798982
83.139874,-49.047473,-62.572547,1.193299
83.139874,-32.222052,-62.572547,1.203404
83.139874,-15.396631,-62.572547,1.220735
83.139874,1.428790,-62.572547,1.077692
83.139874,18.254211,-62.572547,0.723059
83.139874,35.079632,-62.572547,1.253563
83.139874,51.905053,-62.572547,1.314801
83.139874,68.730474,-62.572547,0.949578
83.139874,85.555895,-62.572547,1.088805
83.139874,102.381316,-62.572547,0.503948
97.711116,-91.111026,-62.572547,0.752605
97.711116,-74.285605,-62.572547,1.035062
97.711116,-57.460184,-62.572547,0.959607
97.711116,-40.634763,-62.572547,0.302139
97.711116,-23.809342,-62.572547,0.984844
97.711116,-6.983921,-62.572547,1.163560
97.711116,9.841500,-62.572547,0.809320
97.711116,26.666922,-62.572547,1.263330
97.711116,43.492343,-62.572547,1.127293
97.711116,60.317764,-62.572547,0.963337
97.711116,77.143185,-62.572547,0.818580
97.711116,93.968606,-62.572547,1.129226
112.282358,-65.872895,-62.572547,1.332184
112.282358,-49.047473,-62.572547,1.379746
112.282358,-32.222052,-62.572547,0.958761
112.282358,-15.396631,-62.572547,1.319186
112.282358,1.428790,-62.572547,0.826685
112.282358,18.254211,-62.572547,1.190273
112.282358,35.079632,-62.572547,1.185065
112.282358,51.905053,-62.572547,0.659891
112.282358,68.730474,-62.572547,1.420101
126.853600,-40.634763,-62.572547,1.122438
126.853600,-23.809342,-62.572547,0.535541
126.853600,-6.983921,-62.572547,0.754574
126.853600,9.841500,-62.572547,1.215583
126.853600,26.666922,-62.572547,1.098401
126.853600,43.492343,-62.572547,0.435908
-131.222403,-49.047473,-48.001305,0.403822
-131.222403,-32.222052,-48.001305,1.273267
-131.222403,-15.396631,-48.001305,0.407761
-131.222403,1.428790,-48.001305,0.768797
-131.222403,18.254211,-48.001305,0.615993
-131.222403,35.079632,-48.001305,0.847332
-131.222403,51.905053,-48.001305,1.291592
-116.651161,-74.285605,-48.001305,1.153186
-116.651161,-57.460184,-48.001305,0.758887
-116.651161,-40.634763,-48.001305,1.281316
-116.651161,-23.809342,-48.001305,0.749511
-116.651161,-6.983921,-48.001305,1.179189
-116.651161,9.841500,-48.001305,0.488935
-116.651161,26.666922,-48.001305,1.085442
-116.651161,43.492343,-48.001305,0.909194
-116.651161,60.317764,-48.001305,0.771157
-116.651161,77.143185,-48.001305,1.149097
-102.079918,-82.698316,-48.001305,1.000736
-102.079918,-65.872895,-48.001305,1.086212
-102.079918,-49.047473,-48.001305,0.382695
-102.079918,-32.222052,-48.001305,1.252741
-102.079918,-15.396631,-48.001305,1.171947
-102.079918,1.428790,-48.001305,1.144364
-102.079918,18.254211,-48.001305,0.955139
-102.079918,35.079632,-48.001305,1.092318
-102.079918,51.905053,-48.001305,1.046032
-102.079918,68.730474,-48.001305,0.956014
-102.079918,85.555895,-48.001305,0.488557
-87.508676,-107.936447,-48.001305,1.197264
-87.508676,-91.111026,-48.001305,0.929357
-87.508676,-74.285605,-48.001305,1.015826
-87.508676,-57.460184,-48.001305,0.454775
-87.508676,-40.634763,-48.001305,0.706397
-87.508676,-23.809342,-48.001305,1.446293
-87.508676,-6.983921,-48.001305,0.869211
-87.508676,9.841500,-48.001305,0.592799
-87.508676,26.666922,-48.001305,0.514388
-87.508676,43.492343,-48.001305,0.697101
-87.508676,60.317764,-48.001305,1.558167
-87.508676,77.143185,-48.001305,1.071216
-87.508676,93.968606,-48.001305,0.749728
-87.508676,110.794027,-48.001305,0.767075
-72.937434,-116.349158,-48.001305,1.447258
-72.937434,-99.523737,-48.001305,0.754404
-72.937434,-82.698316,-48.001305,0.913892
-72.937434,-65.872895,-48.001305,1.274769
-72.937434,-49.047473,-48.001305,0.964282
-72.937434,-32.222052,-48.001305,1.253287
-72.937434,-15.396631,-48.001305,1.640259
-72.937434,1.428790,-48.001305,0.883099
-72.937434,18.254211,-48.001305,1.373461
-72.937434,35.079632,-48.001305,1.358383
-72.937434,51.905053,-48.001305,1.137086
-72.937434,68.730474,-48.001305,1.141901
-72.937434,85.555895,-48.001305,0.247654
-72.937434,102.381316,-48.001305,0.628560
-72.937434,119.206738,-48.001305,1.516245
-58.366192,-124.761868,-48.001305,1.081242
-58.366192,-107.936447,-48.001305,0.877545
-58.366192,-91.111026,-48.001305,1.075837
-58.366192,-74.285605,-48.001305,1.135631
-58.366192,-57.460184,-48.001305,0.877002
-58.366192,-40.634763,-48.001305,1.011263
-58.366192,-23.809342,-48.001305,0.982654
-58.366192,-6.983921,-48.001305,0.885101
-58.366192,9.841500,-48.001305,1.169668
-58.366192,26.666922,-48.001305,1.099761
-58.366192,43.492343,-48.001305,0.765709
-58.366192,60.317764,-48.001305,1.027556
-58.366192,77.143185,-48.001305,1.189503
-58.366192,93.968606,-48.001305,1.159360
-58.366192,110.794027,-48.001305,0.693416
-58.366192,127.619448,-48.001305,0.946146
-43.794950,-133.174579,-48.001305,0.761982
-43.794950,-116.349158,-48.001305,1.367937
-43.794950,-99.523737,-48.001305,1.560867
-43.794950,-82.698316,-48.001305,1.776858
-43.794950,-65.872895,-48.001305,1.045639
-43.794950,-49.047473,-48.001305,0.692377
-43.794950,-32.222052,-48.001305,0.988564
-43.794950,-15.396631,-48.001305,0.922942
-43.794950,1.428790,-48.001305,1.270319
-43.794950,18.254211,-48.001305,1.059441
-43.794950,35.079632,-48.001305,1.349687
-43.794950,51.905053,-48.001305,0.742270
-43.794950,68.730474,-48.001305,0.203760
-43.794950,85.555895,-48.001305,1.065898
-43.794950,102.381316,-48.001305,0.983802
-43.794950,119.206738,-48.001305,1.307341
-29.223708,-124.761868,-48.001305,1.010517
-29.223708,-107.936447,-48.001305,0.811255
-29.223708,-91.111026,-48.001305,0.848277
-29.223708,-74.285605,-48.001305,1.259095
-29.223708,-57.460184,-48.001305,0.872567
-29.223708,-40.634763,-48.001305,0.875559
-29.223708,-23.809342,-48.001305,0.797634
-29.223708,-6.983921,-48.001305,0.918803
-29.223708,9.841500,-48.001305,0.735922
-29.223708,26.666922,-48.001305,1.150590
-29.223708,43.492343,-48.001305,0.980490
-29.223708,60.317764,-48.001305,1.269293
-29.223708,77.143185,-48.001305,1.177751
-29.223708,93.968606,-48.001305,1.267447
-29.223708,110.794027,-48.001305,0.660846
-29.223708,127.619448,-48.001305,1.201063
-14.652466,-133.174579,-48.001305,0.610491
-14.652466,-116.349158,-48.001305,1.130376
-14.652466,-99.523737,-48.001305,0.950016
-14.652466,-82.698316,-48.001305,1.303031
-14.652466,-65.872895,-48.001305,0.772710
-14.652466,-49.047473,-48.001305,1.383526
-14.652466,-32.222052,-48.001305,0.756530
-14.652466,-15.396631,-48.001305,1.233943
-14.652466,1.428790,-48.001305,1.263751
-14.652466,18.254211,-48.001305,1.155183
-14.652466,35.079632,-48.001305,0.835195
-14.652466,51.905053,-48.001305,0.884447
-14.652466,68.730474,-48.001305,0.979517
-14.652466,85.555895,-48.001305,1.081311
-14.652466,102.381316,-48.001305,1.119985
-14.652466,119.206738,-48.001305,0.700027
-14.652466,136.032159,-48.001305,0.604521
-0.081224,-141.587289,-48.001305,1.246834
-0.081224,-124.761868,-48.001305,1.041038
-0.081224,-107.936447,-48.001305,1.340194
-0.081224,-91.111026,-48.001305,1.326056
-0.081224,-74.285605,-48.001305,0.919233
-0.081224,-57.460184,-48.001305,1.026597
-0.081224,-40.634763,-48.001305,1.126898
-0.081224,-23.809342,-48.001305,0.936957
-0.081224,-6.983921,-48.001305,0.855684
-0.081224,9.841500,-48.001305,1.090400
-0.081224,26.666922,-48.001305,0.799405
-0.081224,43.492343,-48.001305,1.348916
-0.081224,60.317764,-48.001305,0.642020
-0.081224,77.143185,-48.001305,1.239161
-0.081224,93.968606,-48.001305,1.134830
-0.081224,110.794027,-48.001305,0.936410
-0.081224,127.619448,-48.001305,1.113263
14.490018,-133.174579,-48.001305,0.806562
14.490018,-116.349158,-48.001305,1.115885
14.490018,-99.523737,-48.001305,0.659839
14.490018,-82.698316,-48.001305,1.226283
14.490018,-65.872895,-48.001305,1.270415
14.490018,-49.047473,-48.001305,0.952642
14.490018,-32.222052,-48.001305,1.130559
14.490018,-15.396631,-48.001305,1.026589
14.490018,1.428790,-48.001305,1.166854
14.490018,18.254211,-48.001305,1.246526
14.490018,35.079632,-48.001305,1.227525
14.490018,51.905053,-48.001305,0.835162
14.490018,68.730474,-48.001305,1.041037
14.490018,85.555895,-48.001305,0.823201
14.490018,102.381316,-48.001305,0.914707
14.490018,119.206738,-48.001305,1.196208
14.490018,136.032159,-48.001305,1.243956
29.061260,-124.761868,-48.001305,0.739503
29.061260,-107.936447,-48.001305,0.850874
29.061260,-91.111026,-48.001305,0.454563
29.061260,-74.285605,-48.001305,0.829613
29.061260,-57.460184,-48.001305,0.442716
29.061260,-40.634763,-48.001305,0.899378
29.061260,-23.809342,-48.001305,1.027710
29.061260,-6.983921,-48.001305,1.265590
29.061260,9.841500,-48.001305,1.209572
29.061260,26.666922,-48.001305,0.790152
29.061260,43.492343,-48.001305,0.893192
29.061260,60.317764,-48.001305,0.713162
29.061260,77.143185,-48.001305,0.788478
29.061260,93.968606,-48.001305,0.819355
29.061260,110.794027,-48.001305,1.304288
29.061260,127.619448,-48.001305,0.531369
43.632503,-133.174579,-48.001305,1.352453
43.632503,-116.349158,-48.001305,1.291671
43.632503,-99.523737,-48.001305,1.004142
43.632503,-82.698316,-48.001305,1.176050
43.632503,-65.872895,-48.001305,1.101172
43.632503,-49.047473,-48.001305,0.909468
43.632503,-32.222052,-48.001305,0.885749
43.632503,-15.396631,-48.001305,0.609468
43.632503,1.428790,-48.001305,1.095651
43.632503,18.254211,-48.001305,1.007759
43.632503,35.079632,-48.001305,0.353266
43.632503,51.905053,-48.001305,0.724981
43.632503,68.730474,-48.001305,0.853307
43.632503,85.555895,-48.001305,1.295712
43.632503,102.381316,-48.001305,0.956231
43.632503,119.206738,-48.001305,1.010149
58.203745,-124.761868,-48.001305,1.303141
58.203745,-107.936447,-48.001305,0.930415
58.203745,-91.111026,-48.001305,0.762753
58.203745,-74.285605,-48.001305,1.101568
58.203745,-57.460184,-48.001305,0.859240
58.203745,-40.634763,-48.001305,0.821685
58.203745,-23.809342,-48.001305,0.733797
58.203745,-6.983921,-48.001305,1.304883
58.203745,9.841500,-48.001305,1.063529
58.203745,26.666922,-48.001305,1.122638
58.203745,43.492343,-48.001305,0.953621
58.203745,60.317764,-48.001305,1.332308
58.203745,77.143185,-48.001305,0.697324
58.203745,93.968606,-48.001305,0.827684
58.203745,110.794027,-48.001305,1.077614
58.203745,127.619448,-48.001305,0.980292
72.774987,-116.349158,-48.001305,0.631942
72.774987,-99.523737,-48.001305,0.506040
72.774987,-82.698316,-48.001305,1.002057
72.774987,-65.872895,-48.001305,0.897465
72.774987,-49.047473,-48.001305,0.843678
72.774987,-32.222052,-48.001305,1.370151
72.774987,-15.396631,-48.001305,1.394529
72.774987,1.428790,-48.001305,0.718707
72.774987,18.254211,-48.001305,0.645114
72.774987,35.079632,-48.001305,0.836055
72.774987,51.905053,-48.001305,1.257058
72.774987,68.730474,-48.001305,0.939991
72.774987,85.555895,-48.001305,0.821071
72.774987,102.381316,-48.001305,1.135700
72.774987,119.206738,-48.001305,0.990870
87.346229,-107.936447,-48.001305,0.872728
87.346229,-91.111026,-48.001305,1.343808
87.346229,-74.285605,-48.001305,0.902051
87.346229,-57.460184,-48.001305,1.146484
87.346229,-40.634763,-48.001305,1.067848
87.346229,-23.809342,-48.001305,0.960984
87.346229,-6.983921,-48.001305,1.308133
87.346229,9.841500,-48.001305,0.838028
87.346229,26.666922,-48.001305,0.659388
87.346229,43.492343,-48.001305,0.525956
87.346229,60.317764,-48.001305,1.294505
87.346229,77.143185,-48.001305,1.097700
87.346229,93.968606,-48.001305,0.647989
87.346229,110.794027,-48.001305,1.267050
101.917471,-82.698316,-48.001305,1.184970
101.917471,-65.872895,-48.001305,0.860578
101.917471,-49.047473,-48.001305,1.019299
101.917471,-32.222052,-48.001305,0.936495
101.917471,-15.396631,-48.001305,0.536347
101.917471,1.428790,-48.001305,0.611452
101.917471,18.254211,-48.001305,0.866452
101.917471,35.079632,-48.001305,0.679619
101.917471,51.905053,-48.001305,0.619052
101.917471,68.730474,-48.001305,0.797861
101.917471,85.555895,-48.001305,0.935308
116.488713,-74.285605,-48.001305,0.938440
116.488713,-57.460184,-48.001305,0.977598
116.488713,-40.634763,-48.001305,1.277609
116.488713,-23.809342,-48.001305,1.133158
116.488713,-6.983921,-48.001305,1.495389
116.488713,9.841500,-48.001305,0.759957
116.488713,26.666922,-48.001305,1.101823
116.488713,43.492343,-48.001305,0.807975
116.488713,60.317764,-48.001305,0.887108
116.488713,77.143185,-48.001305,0.460744
131.059955,-49.047473,-48.001305,0.666283
131.059955,-32.222052,-48.001305,0.444079
131.059955,-15.396631,-48.001305,1.004339
131.059955,1.428790,-48.001305,0.890279
131.059955,18.254211,-48.001305,0.954892
131.059955,35.079632,-48.001305,1.162415
131.059955,51.905053,-48.001305,0.868160
-135.428758,-40.634763,-33.430063,1.050769
-135.428758,-23.809342,-33.430063,1.131306
-135.428758,-6.983921,-33.430063,1.061067
-135.428758,9.841500,-33.430063,0.635930
-135.428758,26.666922,-33.430063,0.941594
-135.428758,43.492343,-33.430063,0.802160
-120.857516,-65.872895,-33.430063,0.744204
-120.857516,-49.047473,-33.430063,1.377660
-120.857516,-32.222052,-33.430063,0.956888
-120.857516,-15.396631,-33.430063,0.702135
-120.857516,1.428790,-33.430063,1.156247
-120.857516,18.254211,-33.430063,0.665623
-120.857516,35.079632,-33.430063,1.024550
-120.857516,51.905053,-33.430063,1.321773
-120.857516,68.730474,-33.430063,0.766117
-106.286274,-91.111026,-33.430063,1.418511
-106.286274,-74.285605,-33.430063,1.256934
-106.286274,-57.460184,-33.430063,0.635192
-106.286274,-40.634763,-33.430063,0.505824
-106.286274,-23.809342,-33.430063,0.597077
-106.286274,-6.983921,-33.430063,0.885362
-106.286274,9.841500,-33.430063,1.450365
-106.286274,26.666922,-33.430063,0.719606
-106.286274,43.492343,-33.430063,0.402134
-106.286274,60.317764,-33.430063,0.798203
-106.286274,77.143185,-33.430063,1.048627
-106.286274,93.968606,-33.430063,0.699544
-91.715032,-99.523737,-33.430063,0.655486
-91.715032,-82.698316,-33.430063,0.139924
-91.715032,-65.872895,-33.430063,1.123203
-91.715032,-49.047473,-33.430063,0.956415
-91.715032,-32.222052,-33.430063,1.006628
-91.715032,-15.396631,-33.430063,1.153826
-91.715032,1.428790,-33.430063,0.687300
-91.715032,18.254211,-33.430063,1.024422
-91.715032,35.079632,-33.430063,1.328742
-91.715032,51.905053,-33.430063,1.408065
-91.715032,68.730474,-33.430063,0.678381
-91.715032,85.555895,-33.430063,0.839124
-91.715032,102.381316,-33.430063,0.774038
-77.143790,-107.936447,-33.430063,0.981689
-77.143790,-91.111026,-33.430063,0.892809
-77.143790,-74.285605,-33.430063,1.174951
-77.143790,-57.460184,-33.430063,1.024932
-77.143790,-40.634763,-33.430063,1.163990
-77.143790,-23.809342,-33.430063,0.802212
-77.143790,-6.983921,-33.430063,0.756043
-77.143790,9.841500,-33.430063,1.257307
-77.143790,26.666922,-33.430063,1.081239
-77.143790,43.492343,-33.430063,0.957088
-77.143790,60.317764,-33.430063,1.470511
-77.143790,77.143185,-33.430063,1.206287
-77.143790,93.968606,-33.430063,0.794814
-77.143790,110.794027,-33.430063,1.082463
-62.572547,-116.349158,-33.430063,1.345715
-62.572547,-99.523737,-33.430063,1.090613
-62.572547,-82.698316,-33.430063,0.756212
-62.572547,-65.872895,-33.430063,0.807524
-62.572547,-49.047473,-33.430063,1.170637
-62.572547,-32.222052,-33.430063,0.741690
-62.572547,-15.396631,-33.430063,0.847178
-62.572547,1.428790,-33.430063,1.311736
-62.572547,18.254211,-33.430063,1.423977
-62.572547,35.079632,-33.430063,0.506425
-62.572547,51.905053,-33.430063,1.224943
-62.572547,68.730474,-33.430063,0.961578
-62.572547,85.555895,-33.430063,0.983977
-62.572547,102.381316,-33.430063,0.928402
-62.572547,119.206738,-33.430063,1.034243
-48.001305,-124.761868,-33.430063,0.644223
-48.001305,-107.936447,-33.430063,1.197194
-48.001305,-91.111026,-33.430063,0.917881
-48.001305,-74.285605,-33.430063,1.365813
-48.001305,-57.460184,-33.430063,1.192423
-48.001305,-40.634763,-33.430063,0.754305
-48.001305,-23.809342,-33.430063,1.344068
