#tiempo, volumen, volumen2, radio , celulas tumorales, celulas muertas, todas las celulas 
0 14134006.2849 9883722 149.988820632 3963 0 3963
0 14134006.2849 9883722 149.988820632 3963 0 0 3963
719.999999999 12561682.4846 9883722 144.207019488 3963 9 0 4950
1440 12479937.8807 9883722 143.893531524 3963 11 0 4937
2160 13375165.6114 9874022.50404 147.255046194 3961 17 13 4921
2880.00000002 14937381.1652 9821347.4268 152.778397831 3961 45 39 4911
3600.00000003 16029097.7771 9921608.32599 156.413231842 4151 77 67 5093
4320.00000005 16756933.6665 10467540.2909 158.745703712 4565 127 119 5492
5040.00000006 18974959.1954 11280449.0312 165.461673979 4960 147 139 5877
5760.00000008 22377244.6553 12165781.5599 174.812573753 5296 197 190 6201
6480.0000001 26022861.6169 12837609.8845 183.832438325 5576 244 229 6472
7200.00000011 27022440.143 13325413.7675 186.15669134 5782 240 233 6661
7920.00000013 27791379.3672 13779263.8175 187.905935122 5932 316 311 6799
8640.00000014 30763510.8485 14049405.1458 194.378889211 6077 324 307 6938
9360.00000016 33567883.5031 14295338.3363 200.114450185 6165 403 388 7003
10080.0000002 36291568.6019 14395215.0801 205.386728272 6242 434 422 7062
10800.0000002 36584427.6882 14396615.439 205.93771297 6250 401 386 7055
11520.0000002 38145241.3474 14437382.0909 208.8256872 6241 445 426 7021
12240.0000002 42907148.2301 14419934.9154 217.176925387 6223 458 431 6971
12960.0000002 44575786.3985 14324682.7638 219.956500499 6202 510 474 6903
13680.0000003 44291435.6461 14072723.8392 219.487798642 6102 509 441 6746
14400.0000003 45371375.2784 14078735.6396 221.25738646 6154 624 392 6710
15120.0000003 44403115.9071 14690524.3161 219.672122319 6329 0 0 6329
15840.0000003 45167238.7045 15937214.0092 220.92505774 6729 0 0 6729
16560.0000003 50719256.2048 17059137.7202 229.629716113 7200 0 0 7200
17280.0000002 53062778.4257 18258821.0643 233.113339352 7702 0 0 7702
18000.0000001 53687694.9916 19521482.3115 234.024889977 8226 0 0 8226
18719.9999999 54738343.445 20870197.1934 235.541632246 8798 0 0 8798
19439.9999998 55428829.3221 22291784.5818 236.527894387 9396 0 0 9396
20159.9999997 61400187.696 23784005.2198 244.733655123 9983 0 0 9983
20879.9999996 62778347.9956 25245256.5159 246.551183323 10566 0 0 10566
21599.9999995 60606516.2593 26818991.2807 243.674586185 11259 0 0 11259
22319.9999994 66349676.4316 28426789.6679 251.140487719 11898 0 0 11898
23039.9999992 67485315.5692 30023238.5963 252.565227541 12530 0 0 12530
23759.9999991 74569137.5223 31594626.0551 261.109999279 13174 0 0 13174
24479.999999 75405648.3057 33294347.6365 262.082741467 13863 0 0 13863
25199.9999989 81827626.4538 34979854.4293 269.321142541 14547 0 0 14547
25919.9999988 85015877.409 36693046.5645 272.774526566 15259 0 0 15259
26639.9999987 90627788.7718 38479172.8456 278.649065871 15976 0 0 15976
27359.9999986 97022936.6987 40199038.1122 285.05495997 16650 0 0 16650
28079.9999984 100749570.552 42021131.6532 288.658841817 17446 0 0 17446
28799.9999983 105853867.307 43998916.8016 293.453553828 18241 0 0 18241
29519.9999982 110312416.988 45935856.6471 297.517098741 19009 0 0 19009
30239.9999981 116599142.982 47841273.8628 303.064859744 19760 0 0 19760
30959.999998 125765805.904 49814662.7835 310.80738038 20583 0 0 20583
31679.9999979 133723148.452 51768500.8269 317.228838678 21379 0 0 21379
32399.9999977 139583613.54 53771672.9469 321.796964144 22162 0 0 22162
33119.9999978 142332268.679 55843855.3145 323.89550491 23070 0 0 23070
33839.9999979 151341183.384 58042841.6716 330.589842374 23937 0 0 23937
34559.9999981 163166722.449 60191518.4658 338.985399889 24783 0 0 24783
35279.9999982 164002784.919 62371283.0344 339.563398214 25693 0 0 25693
35999.9999983 169887567.363 64597899.7004 343.57719478 26616 0 0 26616
36719.9999985 182766397.778 66890832.2507 352.048567077 27524 0 0 27524
37439.9999986 190309464.621 69234828.5053 356.826630866 28505 0 0 28505
38159.9999988 200336723.93 71598623.7916 362.986649997 29424 0 0 29424
38879.9999989 208712723.832 73987690.1132 367.976517991 30425 0 0 30425
39599.9999991 222243365.823 76499337.9058 375.762467297 31436 0 0 31436
40319.9999992 239079432.004 78979318.2299 385.021104353 32437 0 0 32437
41039.9999994 241031577.054 81485438.0655 386.066197122 33453 0 0 33453
41759.9999995 253838067.458 84080629.8552 392.78604331 34561 0 0 34561
42479.9999997 264833477.4 86814228.0996 398.377459674 35647 0 0 35647
43199.9999998 280233411.987 89525005.177 405.954258693 36718 0 0 36718
